"PID","zs_class","SDO","zsm","lnktfate","soli","support","impact","impact_uc","impact_wc","zs_class_1","zs_class_2","zs_class_3R","SDO_1","SDO_2","SDO_3R","SDO_4R","SDO_5","SDO_6","SDO_7R","SDO_8R","zsm_1","zsm_2","zsm_3","zsm_4","zsm_5R","zsm_6","zsm_7R","soli_1","soli_2","soli_3","soli_4","soli_5","soli_6","ideo_con","ideo_lib","ideo_demsoc","ideo_lbrtn","ideo_prog","party_id","vote_2020","vote_2024","policy","blockorder","soli_first","att_1","age","gender","race","edu","income","class","feedback"
"IB672my",2,1,2,6,6,5,4,3,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,6,6,6,6,6,6,2,5,5,2,6,"Democrat","Joe Biden","Joe Biden","debt","wordlviews_first",0,1,34,"man","White","4yearColl","$120,001-$140,000","Middle Class",NA
"VF008qf",3,2.625,2.14285714285714,6,5.83333333333333,7,3,0,3,3,3,3,1,1,4,1,4,4,4,2,2,2,2,3,2,2,2,6,6,6,6,6,5,6,4,1,4,1,"Republican","Donald Trump","Donald Trump","health","wordlviews_first",0,1,48,"man","White","GED","$20,001-$40,000","Middle Class",NA
"RQ729ox",4,1,1.28571428571429,6,7,7,3,0,3,4,4,4,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,7,7,7,7,7,7,1,3,7,1,7,"Democrat","Joe Biden","Joe Biden","climate","wordlviews_first",0,1,26,"man","Hispanic, Latino, or Spanish origin","GED","$80,001-$100,000","Lower Middle Class",NA
"EH767kw",4,3.25,2.71428571428571,4,5,4,0,-1,1,4,4,4,4,3,3,2,4,4,3,3,3,3,3,3,3,2,2,5,5,5,5,5,5,2,4,2,5,3,"Democrat","Joe Biden","Joe Biden","health","wordlviews_first",0,1,28,"woman","multiracial","4yearColl","$120,001-$140,000","Upper Middle Class",NA
"FA570is",5.66666666666667,2.75,2.14285714285714,6,5,5,4,1,3,5,6,6,5,1,1,1,5,4,3,2,2,2,2,3,2,2,2,5,6,4,6,5,4,3,4,NA,NA,NA,"Independent","Joe Biden","Other","housing","wordlviews_first",0,1,28,"man","White","4yearColl","$80,001-$100,000","Upper Middle Class",NA
"OK961au",4,1,2.71428571428571,4,5.83333333333333,6,1,-1,2,4,4,4,1,1,1,1,1,1,1,1,2,3,5,3,2,3,1,5,6,5,6,7,6,2,5,5,NA,4,"Democrat","Joe Biden","Joe Biden","minwage","policy_first",0,1,39,"man","multiracial","MA","$60,001-$80,000","Lower Middle Class","Honestly, I would vote for Dolly Parton, but I feel like that would be throwing away my vote and I can't risk that against Trump."
"VN960rl",3.33333333333333,3.5,2,5,5.66666666666667,5,1,-1,2,3,4,3,5,3,2,3,6,3,3,3,2,2,2,2,2,2,2,6,6,6,6,5,5,4,4,4,2,5,"Independent","I did not vote","I will not vote","health","policy_first",1,1,24,"man","White","4yearColl","$40,001-$60,000","Middle Class",NA
"AH928or",6,1.125,2.71428571428571,7,7,7,4,1,3,6,6,6,2,1,1,1,1,1,1,1,3,5,2,2,2,3,2,7,7,7,7,7,7,1,4,6,1,7,"Democrat","Joe Biden","Jill Stein","weed","policy_first",0,1,21,"woman","White","4yearColl","$0-$20,000","Lower Middle Class",NA
"YM635ct",4,2.875,4,4,7,7,0,-2,2,4,4,4,4,4,1,4,1,1,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,1,6,4,2,7,"Democrat","Joe Biden","Joe Biden","housing","policy_first",1,1,28,"woman","White","4yearColl","$60,001-$80,000","Working Class",NA
"FY744qd",5.66666666666667,1.125,3.28571428571429,6,6.16666666666667,6,0,-1,1,6,5,6,2,1,1,1,1,1,1,1,4,4,2,3,2,5,3,5,6,7,6,7,6,3,6,4,2,3,"Democrat","Joe Biden","Joe Biden","minwage","policy_first",1,1,32,"man","White","4yearColl","$40,001-$60,000","Working Class",NA
"GH909ln",7,1.375,2.57142857142857,7,7,7,3,0,3,7,7,7,2,2,1,2,1,1,1,1,2,4,2,4,1,4,1,7,7,7,7,7,7,1,6,7,NA,5,"Independent","I did not vote","Joe Biden","health","policy_first",0,1,23,"woman","Black or African American","GED","$60,001-$80,000","Working Class",NA
"IJ572iu",7,1.25,4,7,7,7,3,0,3,7,7,7,2,1,1,1,1,2,1,1,3,3,3,4,6,4,5,7,7,7,7,7,7,1,5,4,2,5,"Democrat","Joe Biden","Joe Biden","climate","policy_first",0,1,32,"woman","White","4yearColl","$60,001-$80,000","Working Class",NA
"CP893nr",3.33333333333333,1.5,2.85714285714286,5,6,7,6,3,3,3,2,5,2,1,1,1,3,1,2,1,2,3,2,2,3,5,3,6,6,6,6,6,6,1,7,7,2,7,"Democrat","Joe Biden","I will not vote","minwage","wordlviews_first",0,1,32,"man","White","4yearColl","$40,001-$60,000","Middle Class",NA
"TY940yb",4.33333333333333,3.375,4.14285714285714,5,6,7,2,-1,3,4,4,5,4,6,3,2,4,4,2,2,4,5,2,6,5,5,2,6,6,6,6,6,6,5,1,1,1,4,"Republican","Donald Trump","Donald Trump","climate","wordlviews_first",1,1,43,"woman","White","2yearColl","$20,001-$40,000","Lower Middle Class",NA
"BQ634dt",3,2.75,2.42857142857143,7,6.16666666666667,6,1,-1,2,4,3,2,3,1,3,3,5,3,3,1,2,3,3,3,2,2,2,6,7,6,5,7,6,5,5,2,5,4,"Independent","Donald Trump","Robert F. Kennedy Jr.","health","policy_first",0,1,45,"woman","White","GED","$40,001-$60,000","Middle Class",NA
"JT380af",4.66666666666667,3.875,3,7,6.66666666666667,5,1,0,1,6,2,6,6,6,2,1,6,2,6,2,6,2,1,5,1,4,2,6,7,7,7,7,6,6,2,2,2,2,"Republican","Donald Trump","Donald Trump","health","policy_first",0,1,27,"woman","White","4yearColl","$160,001-$180,000","Middle Class","None"
"GK224oz",4.66666666666667,1.875,3.85714285714286,3,5.66666666666667,5,2,1,1,5,3,6,3,1,2,1,2,2,2,2,6,3,3,5,5,2,3,5,6,5,6,6,6,1,5,4,3,5,"Democrat","I did not vote","Joe Biden","climate","policy_first",0,1,18,"woman","multiracial","GED","Over $200,000","Upper Class",NA
"ZH196ys",6,2.25,1.42857142857143,6,6.33333333333333,7,4,1,3,6,6,6,1,1,1,1,7,5,1,1,2,1,1,2,2,1,1,5,6,7,7,7,6,2,4,6,5,5,"Democrat","Joe Biden","Joe Biden","debt","wordlviews_first",0,1,44,"woman","White","2yearColl","$20,001-$40,000","Working Class",NA
"LI481tr",7,1,4.57142857142857,7,7,7,3,0,3,7,7,7,1,1,1,1,1,1,1,1,5,5,1,4,5,5,7,7,7,7,7,7,7,2,7,7,NA,1,"Independent","Joe Biden","I will not vote","debt","wordlviews_first",0,1,44,"woman","Black or African American","GED","$40,001-$60,000","Working Class",NA
"UZ986ya",6.66666666666667,1,2.14285714285714,7,7,7,4,1,3,7,7,6,1,1,1,1,1,1,1,1,3,2,2,2,3,1,2,7,7,7,7,7,7,1,7,7,1,7,"Democrat","Joe Biden","Cornel West","debt","policy_first",1,1,33,"man","White","GED","$20,001-$40,000","Working Class",NA
"FC663io",1,1,1,7,7,1,-2,1,-3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,4,1,1,1,1,"Republican","Donald Trump","Donald Trump","climate","policy_first",0,1,38,"woman","White","GED","$0-$20,000","Working Class",NA
"ZC050sg",4,1,1.42857142857143,6,6,7,3,0,3,4,4,4,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,6,6,6,6,6,6,NA,NA,NA,NA,NA,"Democrat","Joe Biden","Other","debt","wordlviews_first",0,1,26,"woman","White","GED","$40,001-$60,000","Lower Middle Class",NA
"XQ084ij",3.66666666666667,1.75,1,5,6,5,6,3,3,3,1,7,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,5,7,6,7,5,6,4,4,4,4,4,"Republican","I did not vote","I will not vote","weed","wordlviews_first",0,1,33,"woman","Black or African American","GED","$80,001-$100,000","Middle Class",NA
"DZ190tn",3,1,2,4,5,1,-2,-3,1,3,3,3,1,1,1,1,1,1,1,1,1,2,3,2,1,2,3,7,5,5,4,6,3,NA,NA,NA,NA,NA,"Independent","I did not vote","I will not vote","debt","policy_first",0,1,23,"man","White","GED","$40,001-$60,000","Middle Class",NA
"EX933aj",6,1.5,3.85714285714286,6,6.16666666666667,5,4,2,2,6,6,6,1,1,1,1,2,3,1,2,4,4,3,5,4,3,4,6,6,5,6,7,7,2,4,6,2,4,"Independent","I did not vote","I will not vote","weed","wordlviews_first",0,1,24,"man","White","GED","$40,001-$60,000","Working Class","No, thank you."
"MA891rp",4.33333333333333,2.625,4,6,5.83333333333333,5,1,-1,2,5,5,3,3,1,1,4,5,2,3,2,5,5,4,4,3,4,3,5,6,6,6,6,6,6,3,4,4,6,"Republican","I did not vote","Donald Trump","climate","policy_first",1,1,18,"man","multiracial","GED","$40,001-$60,000","Middle Class",NA
"IK590gl",7,2.75,2.57142857142857,5,5.33333333333333,6,-2,0,-2,7,7,7,3,2,3,2,5,3,3,1,2,2,2,6,2,2,2,5,5,5,6,6,5,2,4,4,2,5,"Democrat","Joe Biden","Joe Biden","climate","wordlviews_first",1,1,32,"man","White","GED","$100,001-$120,000","Middle Class",NA
"HC487he",5,1,2.14285714285714,2,7,4,-1,-3,2,5,4,6,1,1,1,1,1,1,1,1,4,1,1,3,1,1,4,7,7,7,7,7,7,2,5,1,4,5,"Democrat","Joe Biden","Joe Biden","housing","wordlviews_first",0,1,48,"woman","White","4yearColl","$60,001-$80,000","Working Class",NA
"LK386ep",5,1.625,2,7,7,7,2,-1,3,7,1,7,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,7,7,7,7,7,7,1,6,5,1,5,"Democrat","Joe Biden","Joe Biden","minwage","wordlviews_first",0,1,30,"man","White","GED","$20,001-$40,000","Working Class",NA
"FM592rk",7,2.25,5,7,6.83333333333333,6,1,-1,2,7,7,7,5,1,1,2,3,3,1,2,6,6,3,2,6,6,6,7,7,7,7,6,7,4,NA,4,NA,5,"Independent","I did not vote","Robert F. Kennedy Jr.","minwage","wordlviews_first",0,1,31,"man","White","GED","$100,001-$120,000","Upper Middle Class","No comment"
"SL116rl",4.33333333333333,5.125,4.14285714285714,5,6,2,-1,0,-1,5,5,3,6,7,2,3,7,6,5,5,4,5,3,5,3,6,3,6,6,5,7,6,6,5,2,3,2,4,"Republican","Donald Trump","Donald Trump","climate","policy_first",0,1,68,"man","White","GED","$60,001-$80,000","Lower Middle Class","ty"
"HA721lh",5,1.875,2.28571428571429,6,6.66666666666667,6,0,-2,2,6,3,6,5,1,3,2,1,1,1,1,2,2,1,5,2,2,2,6,7,7,6,7,7,6,5,4,4,NA,"Democrat","Donald Trump","Donald Trump","climate","policy_first",0,1,44,"man","White","GED","$40,001-$60,000","Lower Middle Class","Thank you"
"GO533le",7,1,1.71428571428571,7,7,7,3,0,3,7,7,7,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,7,7,7,7,7,7,1,1,NA,1,NA,"Independent","Joe Biden","I will not vote","housing","policy_first",1,1,26,"woman","Asian","4yearColl","$40,001-$60,000","Working Class",NA
"BS383nb",6,2.375,3.85714285714286,6,5.16666666666667,3,1,-1,2,6,6,6,4,1,1,2,4,2,3,2,3,4,3,4,4,4,5,6,4,5,5,5,6,2,3,2,5,4,"Independent","Joe Biden","Joe Biden","housing","policy_first",1,1,39,"man","White","MA","$80,001-$100,000","Lower Middle Class",NA
"WG003qh",2,3.875,2,5,3.5,1,-4,-2,-2,2,2,2,4,2,3,2,7,7,4,2,2,2,2,2,2,2,2,4,2,4,4,5,2,4,1,1,6,1,"Independent","Donald Trump","Donald Trump","climate","policy_first",0,1,65,"woman","White","4yearColl","$40,001-$60,000","Lower Middle Class","no comments"
"UD718rn",6,5.125,2.42857142857143,4,4,4,1,0,1,6,6,6,6,4,5,6,6,6,4,4,2,2,2,5,2,2,2,2,4,4,4,6,4,7,1,NA,NA,NA,"Republican","Donald Trump","Donald Trump","weed","policy_first",0,1,23,"man","Black or African American","4yearColl","$60,001-$80,000","Upper Middle Class",NA
"YK046re",2.66666666666667,5.125,3,5,4.5,1,-6,-3,-3,3,2,3,5,4,4,4,7,7,6,4,3,3,1,4,4,3,3,5,4,4,4,5,5,6,1,1,4,1,"Republican","Donald Trump","Donald Trump","debt","policy_first",0,1,61,"woman","Hispanic, Latino, or Spanish origin","2yearColl","$60,001-$80,000","Middle Class",NA
"CX397zh",5.33333333333333,4.125,1.85714285714286,7,7,1,-1,-2,1,7,2,7,5,5,1,1,7,7,3,4,1,3,1,5,1,1,1,7,7,7,7,7,7,6,1,1,1,1,"Republican","Donald Trump","Donald Trump","climate","wordlviews_first",0,1,48,"man","White","4yearColl","$60,001-$80,000","Middle Class","thank you for the study"
"JP289ih",7,1,5.71428571428571,7,7,7,3,0,3,7,7,7,1,1,1,1,1,1,1,1,7,7,1,4,7,7,7,7,7,7,7,7,7,1,5,4,4,4,"Democrat","Joe Biden","Joe Biden","health","policy_first",0,1,39,"woman","White","GED","$20,001-$40,000","Working Class",NA
"LF622ty",6.33333333333333,2.75,4,7,7,3,2,0,2,6,6,7,2,4,3,2,3,2,3,3,3,3,5,5,5,5,2,7,7,7,7,7,7,7,1,1,1,1,"Republican","Donald Trump","Donald Trump","debt","wordlviews_first",0,1,24,"woman","White","GED","$100,001-$120,000","Upper Middle Class",NA
"EO497iw",4.33333333333333,1.125,2.85714285714286,7,7,6,1,0,1,4,5,4,2,1,1,1,1,1,1,1,3,4,2,3,3,2,3,7,7,7,7,7,7,1,6,3,NA,6,"Democrat","Joe Biden","Joe Biden","housing","policy_first",1,1,46,"woman","White","4yearColl","$120,001-$140,000","Lower Middle Class",NA
"YY180ah",7,3,4.71428571428571,5,6,4,0,0,0,7,7,7,4,3,3,1,3,4,4,2,5,5,5,5,4,5,4,5,7,6,7,5,6,1,5,5,4,3,"Democrat","Joe Biden","Joe Biden","weed","policy_first",0,1,33,"woman","White","4yearColl","$100,001-$120,000","Middle Class",NA
"TQ560xg",5.33333333333333,2.625,3.14285714285714,4,6,7,2,-1,3,5,5,6,3,1,3,3,3,3,3,2,3,4,2,4,3,3,3,6,6,6,6,6,6,1,6,5,3,5,"Democrat","Joe Biden","Joe Biden","minwage","policy_first",0,1,34,"man","White","GED","$60,001-$80,000","Middle Class",NA
"SM678at",2,2.875,1.57142857142857,7,5.66666666666667,5,0,-1,1,2,2,2,3,1,1,2,6,6,3,1,2,2,1,2,1,1,2,4,6,5,7,6,6,4,1,1,4,2,"Republican","Third-party candidate","Jill Stein","health","wordlviews_first",0,1,42,"man","White","MA","$160,001-$180,000","Upper Middle Class",NA
"SZ129xb",1.33333333333333,3.75,1.57142857142857,3,6,5,1,-1,2,1,1,2,6,5,5,3,6,1,2,2,1,1,2,3,1,1,2,6,6,6,6,6,6,3,6,4,6,5,"Independent","Joe Biden","Joe Biden","debt","policy_first",0,1,73,"man","White","4yearColl","$100,001-$120,000","Upper Middle Class","none"
"SJ761qs",2,5.375,1,7,4.5,7,2,0,2,2,2,2,7,5,6,3,7,7,6,2,1,1,1,1,1,1,1,6,5,4,4,5,3,4,1,1,7,1,"Republican","Donald Trump","Donald Trump","weed","wordlviews_first",1,1,50,"man","White","4yearColl","$180,001-$200,000","Upper Middle Class",NA
"ET504qg",5,3.5,3.85714285714286,5,5.66666666666667,5,3,1,2,5,5,5,5,5,2,3,5,3,3,2,3,5,2,3,5,6,3,5,6,5,6,6,6,3,2,1,NA,1,"Independent","Joe Biden","I will not vote","weed","wordlviews_first",0,1,22,"woman","Asian","4yearColl","$140,001-$160,000","Upper Middle Class",NA
"YM429tb",4.66666666666667,2.75,4.85714285714286,2,5.5,4,1,1,0,6,4,4,6,4,4,2,2,1,2,1,4,6,4,5,5,5,5,6,6,4,6,5,6,NA,NA,NA,NA,NA,"Democrat","Donald Trump","Donald Trump","debt","wordlviews_first",1,1,23,"woman","White","4yearColl","$80,001-$100,000","Upper Middle Class",NA
"TH913fx",5.66666666666667,2.5,3.14285714285714,6,6.33333333333333,7,6,3,3,6,5,6,5,2,2,2,2,3,2,2,2,3,2,5,4,3,3,6,6,6,6,7,7,2,6,6,2,6,"Independent","Joe Biden","Joe Biden","weed","wordlviews_first",0,1,54,"man","White","4yearColl","$180,001-$200,000","Upper Middle Class",NA
"DB228ta",3,5.75,3.28571428571429,6,5,1,-1,-1,0,3,3,3,7,6,4,4,7,7,7,4,3,3,4,5,2,3,3,5,6,5,4,5,5,6,1,1,1,1,"Republican","Donald Trump","Donald Trump","minwage","wordlviews_first",1,1,49,"man","White","GED","$60,001-$80,000","Middle Class","n/a"
"SS603tn",5,1.25,2.85714285714286,6,5.83333333333333,5,2,0,2,5,5,5,1,2,1,1,2,1,1,1,4,3,2,4,2,3,2,6,6,5,6,6,6,3,6,4,NA,5,"Democrat","Joe Biden","Joe Biden","minwage","policy_first",0,1,24,"man","multiracial","GED","$0-$20,000","Working Class",NA
"NZ311wl",5,1.5,4.28571428571429,6,6.5,5,2,0,2,5,5,5,2,1,4,1,1,1,1,1,5,4,2,5,6,3,5,7,6,6,6,7,7,2,2,NA,NA,NA,"Democrat","I did not vote","I will not vote","minwage","policy_first",0,1,31,"woman","Black or African American","4yearColl","$0-$20,000","Working Class",NA
"BD013lo",2,4,2.28571428571429,6,5.66666666666667,3,0,-1,1,1,1,4,7,7,1,1,7,5,3,1,1,1,5,6,1,1,1,5,5,5,5,7,7,1,1,1,1,1,"Independent","Donald Trump","Donald Trump","health","policy_first",0,1,46,"man","Hispanic, Latino, or Spanish origin","GED","$100,001-$120,000","Lower Middle Class",NA
"BE462im",5.66666666666667,4,2.85714285714286,6,5.33333333333333,4,0,2,-2,6,6,5,4,2,3,3,6,6,6,2,5,2,3,3,2,2,3,3,6,6,6,6,5,3,1,1,4,1,"Republican","Donald Trump","I will not vote","weed","policy_first",0,1,30,"woman","White","4yearColl","$40,001-$60,000","Middle Class",NA
"CR549me",3,2.25,2.28571428571429,5,5.83333333333333,3,0,-1,1,3,3,3,3,2,1,1,4,4,2,1,2,3,2,3,2,2,2,6,6,6,6,6,5,3,5,4,4,5,"Democrat","Joe Biden","Joe Biden","climate","policy_first",0,1,47,"man","White","4yearColl","$140,001-$160,000","Middle Class",NA
"YI595iv",7,1,2.28571428571429,7,7,7,3,0,3,7,7,7,1,1,1,1,1,1,1,1,1,4,1,1,4,4,1,7,7,7,7,7,7,1,4,4,1,1,"Democrat","Joe Biden","Joe Biden","debt","policy_first",0,1,31,"man","White","GED","$60,001-$80,000","Working Class",NA
"RJ190on",7,5,3.42857142857143,6,6.5,3,0,0,0,7,7,7,6,6,5,4,5,4,5,5,3,3,1,6,4,4,3,6,7,7,7,6,6,1,1,1,1,1,"Independent","Donald Trump","Donald Trump","weed","policy_first",0,1,59,"woman","White","2yearColl","$40,001-$60,000","Lower Middle Class","Life is what you make of it"
"NM640je",1.66666666666667,1.375,1.57142857142857,5,6.66666666666667,7,2,0,2,1,1,3,2,1,1,1,3,1,1,1,1,1,1,5,1,1,1,7,7,7,7,7,5,1,4,7,4,3,"Democrat","Joe Biden","Joe Biden","debt","wordlviews_first",1,1,52,"man","White","GED","$40,001-$60,000","Working Class",NA
"UM461wu",5,2.375,3,3,5.16666666666667,7,2,-1,3,5,5,5,3,2,1,3,2,2,3,3,3,3,3,3,3,3,3,5,6,5,5,5,5,6,1,1,6,3,"Independent","Donald Trump","Donald Trump","minwage","wordlviews_first",1,1,33,"man","Asian","4yearColl","$140,001-$160,000","Upper Middle Class",NA
"GD274za",4.33333333333333,2.75,2.28571428571429,2,5.66666666666667,4,1,1,0,4,4,5,4,4,3,2,3,2,2,2,2,2,2,4,2,2,2,5,6,6,6,6,5,NA,NA,NA,NA,NA,"Independent","I did not vote","Joe Biden","climate","policy_first",1,1,21,"man","Black or African American","4yearColl","$0-$20,000","Middle Class",NA
"EY662os",3,4.875,2.85714285714286,4,5.16666666666667,2,0,0,0,3,3,3,5,4,4,4,6,6,6,4,3,3,3,3,3,3,2,5,6,5,5,5,5,5,1,1,4,4,"Republican","Donald Trump","Donald Trump","minwage","wordlviews_first",0,1,57,"man","White","4yearColl","$120,001-$140,000","Middle Class",NA
"WG553wk",5,4,4.14285714285714,3,5.83333333333333,6,4,2,2,6,7,2,5,4,3,4,4,5,3,4,5,5,5,5,3,5,1,6,6,6,5,6,6,4,5,4,4,4,"Democrat","Joe Biden","Joe Biden","debt","policy_first",1,1,33,"man","White","4yearColl","$40,001-$60,000","Upper Middle Class",NA
"HE602ab",5,1,3.28571428571429,6,7,7,1,-1,2,5,5,5,1,1,1,1,1,1,1,1,3,3,1,4,6,3,3,7,7,7,7,7,7,1,6,6,1,6,"Democrat","Joe Biden","Joe Biden","climate","wordlviews_first",0,1,32,"man","White","2yearColl","$20,001-$40,000","Lower Middle Class",NA
"UD767vx",6,2.5,3.85714285714286,6,6,6,4,2,2,6,6,6,3,4,2,3,2,2,2,2,4,3,3,4,5,5,3,6,6,6,6,6,6,1,4,4,2,3,"Democrat","Joe Biden","Joe Biden","housing","policy_first",0,1,56,"man","White","GED","$60,001-$80,000","Working Class",NA
"RK420vz",5.33333333333333,3,4.71428571428571,6,6.16666666666667,7,0,-3,3,6,5,5,4,1,3,1,4,4,4,3,5,5,5,3,5,5,5,6,6,7,6,6,6,NA,2,3,NA,2,"Independent","Third-party candidate","Jill Stein","weed","wordlviews_first",0,1,35,"man","White","4yearColl","$80,001-$100,000","Middle Class",NA
"UP674ot",6,1,1.42857142857143,7,7,7,5,2,3,6,6,6,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,7,7,7,7,7,7,1,5,7,1,7,"Democrat","Joe Biden","Joe Biden","weed","wordlviews_first",0,1,53,"man","White","GED","$0-$20,000","Working Class",NA
"UQ943rr",5,2.375,4.71428571428571,5,4.5,6,3,1,2,5,5,5,3,2,2,4,2,2,2,2,6,5,4,5,4,5,4,4,4,4,5,6,4,1,3,4,1,3,"Democrat","Joe Biden","Joe Biden","weed","wordlviews_first",0,1,30,"woman","Asian","4yearColl","$100,001-$120,000","Lower Middle Class",NA
"XY557xb",3,2.25,2.42857142857143,6,5.83333333333333,5,1,-1,2,3,3,3,5,2,1,2,3,3,1,1,2,3,2,3,2,2,3,5,6,6,6,6,6,3,3,2,3,4,"Independent","Joe Biden","Joe Biden","housing","policy_first",0,1,42,"woman","White","4yearColl","$80,001-$100,000","Middle Class",NA
"KV132ea",6,1,3.71428571428571,7,6.5,7,0,-2,2,6,6,6,1,1,1,1,1,1,1,1,3,5,3,3,5,5,2,7,7,6,7,6,6,2,6,6,6,6,"Democrat","Joe Biden","Joe Biden","climate","policy_first",0,1,46,"woman","White","4yearColl","$0-$20,000","Lower Class","N/A"
"BK364vo",4,1,2,7,7,7,3,0,3,4,4,4,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,7,7,7,7,7,7,6,6,7,4,6,"Independent","Joe Biden","I will not vote","climate","wordlviews_first",0,1,44,"man","White","4yearColl","$20,001-$40,000","Working Class",NA
"FR122oh",3.66666666666667,3,1.85714285714286,4,5.33333333333333,6,0,1,-1,4,2,5,4,2,3,2,4,3,3,3,2,1,1,3,2,2,2,6,6,5,5,5,5,1,5,4,2,5,"Democrat","Joe Biden","Joe Biden","debt","wordlviews_first",0,1,38,"man","White","4yearColl","$60,001-$80,000","Upper Middle Class",NA
"PM304ad",5.66666666666667,1.875,2.71428571428571,6,6,6,1,-2,3,6,5,6,2,1,1,1,3,3,3,1,2,2,2,4,4,3,2,6,6,6,6,6,6,5,5,6,4,5,"Independent","Joe Biden","Joe Biden","housing","wordlviews_first",1,1,33,"man","White","GED","$0-$20,000","Working Class",NA
"YK667ym",6,1.375,1.57142857142857,4,6.66666666666667,5,-1,-1,0,6,6,6,2,1,1,1,3,1,1,1,2,3,1,2,1,1,1,5,7,7,7,7,7,2,7,5,4,6,"Democrat","Joe Biden","Joe Biden","housing","wordlviews_first",0,1,45,"woman","White","4yearColl","$180,001-$200,000","Upper Middle Class",NA
"FF281zx",4,3,3,4,5,5,2,0,2,4,4,4,3,3,3,3,3,3,3,3,3,4,3,3,2,4,2,5,5,5,5,5,5,2,6,4,4,6,"Democrat","Joe Biden","Joe Biden","weed","wordlviews_first",0,1,64,"woman","White","4yearColl","$20,001-$40,000","Middle Class",NA
"KN613df",4.33333333333333,2.625,2.28571428571429,6,5.5,6,2,0,2,4,4,5,2,1,3,3,5,2,3,2,2,3,2,3,2,2,2,5,6,5,6,5,6,2,NA,NA,NA,4,"Independent","Joe Biden","Joe Biden","minwage","wordlviews_first",1,1,39,"woman","White","MA","$80,001-$100,000","Upper Middle Class",NA
"AU660rs",6.66666666666667,2.125,5.28571428571429,6,6.16666666666667,6,-1,-3,2,6,7,7,3,2,2,1,2,3,3,1,7,6,2,2,7,6,7,6,6,6,7,7,5,4,3,3,2,5,"Democrat","Donald Trump","Donald Trump","weed","wordlviews_first",0,1,30,"man","White","4yearColl","$0-$20,000","Lower Middle Class",NA
"MY932hg",4,3.125,3,5,6,6,0,-1,1,4,4,4,3,2,1,3,5,4,4,3,3,3,3,3,3,3,3,6,6,6,6,6,6,3,5,5,3,5,"Democrat","Joe Biden","Joe Biden","housing","wordlviews_first",1,1,36,"man","White","MA","Over $200,000","Middle Class",NA
"CQ523ix",6.66666666666667,1.75,2.57142857142857,7,7,7,3,0,3,7,7,6,2,1,2,1,3,3,1,1,1,4,1,5,2,2,3,7,7,7,7,7,7,1,4,6,3,5,"Democrat","Joe Biden","Joe Biden","health","policy_first",0,1,35,"woman","White","MA","$80,001-$100,000","Lower Middle Class",NA
"ZA351mi",5,1.75,4.42857142857143,1,7,4,4,3,1,7,7,1,7,1,1,1,1,1,1,1,5,4,4,6,4,3,5,7,7,7,7,7,7,6,4,1,4,6,"Independent","I did not vote","I will not vote","housing","wordlviews_first",0,1,33,"man","Black or African American","GED","$20,001-$40,000","Lower Class","No comment"
"HR136kj",4.66666666666667,3.75,4.28571428571429,5,4.16666666666667,4,2,1,1,5,6,3,4,5,3,3,5,4,3,3,4,5,5,4,3,5,4,5,4,5,3,5,3,4,2,5,3,4,"Democrat","Joe Biden","Joe Biden","weed","policy_first",0,1,29,"woman","White","4yearColl","$100,001-$120,000","Middle Class","no comments"
"LW909qz",6.66666666666667,2,4.57142857142857,6,6,5,2,-1,3,6,7,7,3,2,2,3,2,1,1,2,6,5,2,1,6,7,5,6,7,7,6,5,5,1,3,7,2,4,"Democrat","Joe Biden","Joe Biden","debt","wordlviews_first",0,1,34,"man","White","4yearColl","$40,001-$60,000","Lower Middle Class","Good content overall."
"CC456rx",6,1,2,6,6.5,7,3,0,3,7,5,6,1,1,1,1,1,1,1,1,2,2,2,3,2,1,2,6,6,6,7,7,7,1,5,NA,1,7,"Democrat","Joe Biden","Joe Biden","health","policy_first",1,1,29,"woman","White","4yearColl","$40,001-$60,000","Lower Middle Class",NA
"UG214un",5.66666666666667,3,1.42857142857143,2,6.5,7,6,3,3,7,4,6,4,1,1,1,6,6,4,1,2,2,1,1,1,2,1,5,7,7,7,7,6,5,3,5,3,4,"Democrat","Joe Biden","Other","weed","policy_first",0,1,66,"woman","White","MA","$100,001-$120,000","Middle Class",NA
"FQ843pl",2.33333333333333,6.125,2.42857142857143,6,3.66666666666667,5,2,1,1,3,2,2,6,6,6,6,6,6,7,6,2,2,2,5,2,2,2,3,6,3,2,6,2,5,1,1,1,1,"Republican","Donald Trump","Other","debt","policy_first",0,1,47,"woman","multiracial","GED","$40,001-$60,000","Middle Class",NA
